"id","type","actor","direction","director","characters","rating","movie_name","instruction","created_at"
"7755","剧情","松田优作|藤谷美和子|小林薰|笠智众","日本","森田芳光","经典","8.6","其后","暂无简介","5/1/2026 10:15:27"
"7756","剧情","千叶繁|古川登志夫|林原惠美|西村知道|榊原良子","日本","押井守","经典","8.2","机动警察剧场版1","暂无简介","5/1/2026 10:15:27"
"7757","剧情","Dane A|Davis|Debi Derryberry|Julia Fletcher|Dwight Schultz|Jill Talley","日本","前田真宏","经典","9.1","机器的复兴：第1部","暂无简介","5/1/2026 10:15:27"
"7758","剧情","小野大辅|坂本真绫|田村由加莉|诹访部顺一|福山润","日本","阿部记之","经典","8.3","黑执事：大西洋之书","暂无简介","5/1/2026 10:15:27"
"7759","剧情","仲间由纪惠|阿部宽|生濑胜久|野际阳子|东山纪之","日本","堤幸彦","经典","8.1","圈套剧场版4：最后的舞台","暂无简介","5/1/2026 10:15:27"
"7760","剧情","夏秉钧|川本喜八郎","日本","川本喜八郎","经典","8.5","不射之射","暂无简介","5/1/2026 10:15:27"
"7761","剧情","堤真一|远山景织子|大杉涟|平泉成","日本","萨布","经典","8.5","盗信情缘","暂无简介","5/1/2026 10:15:27"
"7762","剧情","三船敏郎|仲代达矢|司叶子|加藤刚|大塚道子","日本","小林正树","经典","8.9","夺命剑","暂无简介","5/1/2026 10:15:27"
"7763","剧情","西田敏行|佐藤浩市|中川安奈|渡濑恒彦|田村高广","日本","佐藤纯弥","经典","8.3","敦煌","暂无简介","5/1/2026 10:15:27"
"7764","剧情","凉风真世|藤谷美纪|上田祐司|富永美伊奈|铃置洋孝","日本","辻初樹","经典","7.8","浪客剑心：给维新志士的镇魂歌","暂无简介","5/1/2026 10:15:27"
"7765","剧情","Charlton Heston|Glenn Ford|Henry Fonda|James Coburn|三船敏郎","日本","杰克 斯米特 (Jack Smight)","经典","7.5","中途岛之战","暂无简介","5/1/2026 10:15:27"
"7766","剧情","三船敏郎|山崎努","日本","黑泽明","经典","8.5","红胡子","暂无简介","5/1/2026 10:15:27"
"7767","剧情","小原乃梨子|野村道子|立壁和也|肝付兼太|久米明","日本","芝山努|渡边步","经典","8.7","大雄的结婚前夜","暂无简介","5/1/2026 10:15:27"
"7768","剧情","三船敏郎|仲代达矢|香川京子|三桥达也|木村功","日本","黑泽明","经典","8.5","天国与地狱","暂无简介","5/1/2026 10:15:27"
"7769","剧情","大河内传次郎|藤田进|轰夕起子|志村乔","日本","黑泽明","经典","7.5","姿三四郎","暂无简介","5/1/2026 10:15:27"
"7770","剧情","长野博|吉冈毅志|黑部进|森次晃嗣","日本","八木毅","经典","7.8","大决战！超奥特曼八兄弟","暂无简介","5/1/2026 10:15:27"
"7771","剧情","古谷彻|池田秀一|铃置洋孝|川村万梨阿|佐佐木望","日本","富野由悠季","经典","9","机动战士高达：逆袭的夏亚","暂无简介","5/1/2026 10:15:27"
"7772","剧情","富永美伊奈|古川登志夫|池水通洋|西村知道|根津甚八","日本","押井守","经典","8.6","机动警察剧场版2","暂无简介","5/1/2026 10:15:27"
"7773","剧情","中野裕斗|小林爱|京田尚子|土井美加","日本","长滨博史","经典","9.2","虫师 续章 荆棘之路","暂无简介","5/1/2026 10:15:27"
"7774","剧情","田中绢代","日本","沟口健二","经典","8.3","西鹤一代女","暂无简介","5/1/2026 10:15:27"
"7775","剧情","冈田准一|役所广司|有村架纯|平岳大|东出昌大","日本","原田真人","经典","7","关原之战","暂无简介","5/1/2026 10:15:27"
"7776","剧情","樱庭奈奈美|高月彩良","日本","篠崎诚|内藤瑛亮|大九明子|大畑創|朝仓加叶子|三宅隆太","经典","7.3","怪谈新耳袋 百物语","暂无简介","5/1/2026 10:15:27"
"7777","剧情","天海祐希","日本","大冢恭司|岩本仁志|渡部智明","经典","8.8","女王的教室特别篇 后篇","暂无简介","5/1/2026 10:15:27"
"7778","剧情","高峰秀子|田村高广|笠智众","日本","木下惠介","经典","8.6","二十四只眼睛","暂无简介","5/1/2026 10:15:27"
"7779","剧情","斋藤达雄|青木富夫|菅原秀雄|坂本武|笠智众","日本","小津安二郎","经典","8.9","我出生了，但","暂无简介","5/1/2026 10:15:27"
"7780","剧情","绿川光|矢岛晶子|关俊彦","日本","Yasunao Aoki","经典","8.4","新机动战记高达W 无尽的华尔兹 特别篇","暂无简介","5/1/2026 10:15:27"
"7781","剧情","药师丸博子|三田佳子|世良公则|Yumi Kusaka|草薙幸二郎","日本","泽井信一郎","经典","8.1","W的悲剧","暂无简介","5/1/2026 10:15:27"
"7782","剧情","松本梨香|大谷育江|牧口真幸|梶裕贵|伊濑茉莉也","日本","汤山邦彦","经典","6.2","精灵宝可梦：波尔凯尼恩与机巧的玛机雅娜","暂无简介","5/1/2026 10:15:27"
"7783","剧情","中村雁治郎|原节子|司叶子|新珠三千代|小林桂树","日本","小津安二郎","经典","8.4","小早川家之秋","暂无简介","5/1/2026 10:15:27"
"7784","剧情","梶芽衣子|黑泽年男|赤座美代子|冈田英次","日本","藤田敏八","经典","7.7","修罗雪姬","暂无简介","5/1/2026 10:15:27"
"7785","剧情","铃木保奈美|织田裕二|筒井道隆","日本","永山耕三","经典","8.1","东京爱情故事特别篇","暂无简介","5/1/2026 10:15:27"
"7786","剧情","田中绢代|香川京子|菅井一郎","日本","沟口健二","经典","8.1","山椒大夫","暂无简介","5/1/2026 10:15:27"
"7787","剧情","志村乔|三船敏郎|木暮实千代|中北千枝子|千石规子","日本","黑泽明","经典","8.1","泥醉天使","暂无简介","5/1/2026 10:15:27"
"7788","剧情","小川真由美|原田芳雄|石桥莲司|小松方正|宫口精二","日本","寺山修司","经典","8.2","再见箱舟","暂无简介","5/1/2026 10:15:27"
"7789","剧情","山口达也|安室奈美惠|升毅|宝井诚明|藤木直人","日本","菅原浩志","经典","6.9","史上最大作弊战争","暂无简介","5/1/2026 10:15:27"
"7790","剧情","李小龙|田俊|解元|伊鲁山度|池汉载","日本","大串利一","经典","8.5","死亡的游戏","暂无简介","5/1/2026 10:15:27"
"7791","剧情","田村高广|加贺麻理子|藤田弓子","日本","小栗康平","经典","8.8","泥之河","暂无简介","5/1/2026 10:15:27"
"7792","剧情","緒方恵美|三石琴乃|山口由里子|林原めぐみ|宮村優子","日本","庵野秀明|摩砂雪","经典","9.3","新世纪福音战士剧场版：复兴","暂无简介","5/1/2026 10:15:27"
"7793","剧情","司叶子|加山雄三|森光子|滨美枝|草笛光子","日本","成濑巳喜男","经典","8.5","乱云","暂无简介","5/1/2026 10:15:27"
"7794","剧情","山田孝之|绫野刚|本乡奏多|白石麻衣|笕美和子","日本","山口雅俊","经典","7.4","暗金丑岛君3","暂无简介","5/1/2026 10:15:27"
"7795","剧情","淡岛千景|池部良|高桥贞二|岸惠子|笠智众","日本","小津安二郎","经典","8.2","早春","暂无简介","5/1/2026 10:15:27"
"7796","剧情","矢岛晶子|楢桥美纪|森川智之|兴梠里美|泽城美雪","日本","桥本昌和","经典","6.7","蜡笔小新：宇宙人来袭","暂无简介","5/1/2026 10:15:27"
"7797","剧情","松村达雄|香川京子|井川比佐志|寺尾聪|渡边哲","日本","黑泽明","经典","8.4","袅袅夕阳情","暂无简介","5/1/2026 10:15:27"
"7798","剧情","风间杜夫|松坂庆子|平田满|原田大二郎","日本","深作欣二","经典","7.9","蒲田进行曲","暂无简介","5/1/2026 10:15:27"
"7799","剧情","大山信代|小原乃梨子|野村道子|立壁和也|肝付兼太","日本","福富博","经典","8.3","哆啦A梦：大雄的恐龙","暂无简介","5/1/2026 10:15:27"
"7800","剧情","风间俊介|津田健次郎|花泽香菜|日野聪|伊藤真纪","日本","桑原智","经典","7.8","游戏王：次元的黑暗面","暂无简介","5/1/2026 10:15:27"
"7801","剧情","乙羽信子|殿山泰司","日本","新藤兼人","经典","8.5","裸岛","暂无简介","5/1/2026 10:15:27"
"7802","剧情","三船敏郎|八千草薰|鹤田浩二|堺左千夫|冈田茉莉子","日本","稻垣浩","经典","7.4","宫本武藏续 一乘寺之决斗","暂无简介","5/1/2026 10:15:27"
"7803","剧情","長野博|吉本多香美|高樹澪|大滝明利|影丸茂樹","日本","村石宏實","经典","8.4","迪迦奥特曼最终圣战","暂无简介","5/1/2026 10:15:27"
"7804","剧情","长谷川一夫|香川京子|进藤英太郎|小泽荣太郎|南田洋子","日本","沟口健二","经典","8.3","近松物语","暂无简介","5/1/2026 10:15:27"
"7805","剧情","神谷浩史|井上和彦|木村良平|松山鹰志|冈村明美","日本","大森贵弘|出合小都美","经典","9.1","夏目友人帐 第五季 特别篇 游戏盛宴","暂无简介","5/1/2026 10:15:27"
"7806","剧情","饭塚昭三|森本治行|纳谷悟郎|大塚周夫|岛田敏","日本","山贺博之","经典","8.5","王立宇宙军：欧尼亚米斯之翼","暂无简介","5/1/2026 10:15:27"
"7807","剧情","田村正和|阵内孝则","日本","河野圭太","经典","8.4","古畑任三郎 微笑的袋鼠","暂无简介","5/1/2026 10:15:27"
"7808","剧情","花柳章太郎|森赫子|高田浩吉|高松锦之助|河原崎权十郎","日本","沟口健二","经典","8.4","残菊物语","暂无简介","5/1/2026 10:15:27"
"7809","剧情","山口百惠|三浦友和|菅井琴|大坂志郎|初井言荣","日本","西河克己","经典","7.8","绝唱","暂无简介","5/1/2026 10:15:27"
"7810","剧情","三ツ矢雄二|日高のり子|難波圭一","日本","杉井仪三郎","经典","8.9","棒球英豪 没有背号的王牌投手","暂无简介","5/1/2026 10:15:27"
"7811","剧情","吉永小百合|西田敏行|三浦友和|真行寺君枝 |白石加代子","日本","出目昌伸","经典","8.4","天国车站","暂无简介","5/1/2026 10:15:27"
"7812","剧情","三船敏郎|李香兰|桂木洋子|千石规子|小泽荣太郎","日本","黑泽明","经典","7.3","丑闻","暂无简介","5/1/2026 10:15:27"
"7813","剧情","草尾毅|緑川光","日本","角銅博之","经典","8.5","灌篮高手 剧场版3","暂无简介","5/1/2026 10:15:27"
"7814","剧情","三船敏郎|森雅之|香川京子|三桥达也|志村乔","日本","黑泽明","经典","8.3","恶汉甜梦","暂无简介","5/1/2026 10:15:27"
"7815","剧情","宝田明|平田昭彦|志村乔|堺左千夫","日本","本多猪四郎","经典","7.2","哥斯拉","影片讲述了哥斯拉在地球出现，与穆托展开殊死搏斗，守护地球的故事，特效震撼，剧情热血，尽显巨兽的震撼与人类的渺小，探讨了自然与生命的主题。","5/1/2026 10:15:27"
"7816","剧情","长谷川一夫|京町子","日本","衣笠贞之助","经典","7.3","地狱门","暂无简介","5/1/2026 10:15:27"
"7817","剧情","铃木福|小林星兰|成宫宽贵|安田成美|东山纪之","日本","树下直美","经典","5.9","一休小和尚","暂无简介","5/1/2026 10:15:27"
"7818","剧情","三国连太郎|河原崎长一郎","日本","今村昌平","经典","8.2","诸神的欲望","暂无简介","5/1/2026 10:15:27"
"7819","剧情","头师佳孝|菅井琴|伴淳三郎|田中邦卫|井川比佐志","日本","黑泽明","经典","8.1","电车狂","暂无简介","5/1/2026 10:15:27"
"7820","剧情","仲代达矢|新珠三千代|有马稻子|淡岛千景|佐田启二","日本","小林正树","经典","8.8","人间的条件(第一","暂无简介","5/1/2026 10:15:27"
"7821","剧情","三石琴乃|久川绫|绪方惠美","日本","几原邦彦","经典","8.3","美少女战士R剧场版：花朵的约定","暂无简介","5/1/2026 10:15:27"
"7822","剧情","凉风真世","日本","古桥一浩","经典","6.7","浪客剑心：新京都篇(前篇)","暂无简介","5/1/2026 10:15:27"
"7823","剧情","山口胜平","日本","青木康直","经典","8.2","高桥留美子梦幻剧场 犬夜叉特别篇 黑色铁碎牙","暂无简介","5/1/2026 10:15:27"
"7824","剧情","三国连太郎|左幸子|高仓健|加藤武|室田日出男","日本","内田吐梦","经典","8.4","饥饿海峡","暂无简介","5/1/2026 10:15:27"
"7825","剧情","三船敏郎|芥川比吕志|高峰秀子|笠智众|饭田蝶子","日本","稻垣浩","经典","8.4","无法松的一生","暂无简介","5/1/2026 10:15:27"
"7826","剧情","工藤夕贵|大西结花|三浦友和","日本","相米慎二","经典","8","台风俱乐部","暂无简介","5/1/2026 10:15:27"
"7827","剧情","大山信代|横山智佐|矢田稔|太田淑子|皆口裕子","日本","米谷良知","经典","9","2112年 哆啦A梦诞生","暂无简介","5/1/2026 10:15:27"
"7828","剧情","沼崎勋|中北千枝子|渡边笃|菅井一郎|清水将夫","日本","黑泽明","经典","7.7","美好的星期天","暂无简介","5/1/2026 10:15:27"
"7829","剧情","坂本武|飯田蝶子|三井秀男|八雲理恵子","日本","小津安二郎 (Yasujiro Ozu)","经典","8.4","浮草物语","暂无简介","5/1/2026 10:15:27"
"7830","剧情","泉ピン子|鶴見辰吾|佐藤弘|小尾昌也|滝口秀嗣","日本","西河克己","经典","9","一碗阳春面","暂无简介","5/1/2026 10:15:27"
"7831","剧情","山口百惠|三浦友和|岸惠子|泉淳|北诘友树","日本","市川昆","经典","7.6","古都","暂无简介","5/1/2026 10:15:27"
"7832","剧情","三ツ矢雄二|日高のり子|難波圭一","日本","杉井仪三郎","经典","8.9","棒球英豪 在你离开之后","暂无简介","5/1/2026 10:15:27"
"7833","剧情","三船敏郎|山田五十铃|香川京子|中村雁治郎|千秋实","日本","黑泽明","经典","7.4","低下层","暂无简介","5/1/2026 10:15:27"
"7834","剧情","三国连太郎|永濑正敏|和久井映见|原田美枝子|田中隆三","日本","山田洋次","经典","8.8","儿子","暂无简介","5/1/2026 10:15:27"
"7835","剧情","绪形拳|石田良子|原田美枝子|松坂庆子|荒井注","日本","深作欣二","经典","8.3","火宅之人","暂无简介","5/1/2026 10:15:27"
"7836","剧情","河原崎长十郎|中村玩右卫门","日本","山中贞雄","经典","8.6","人情纸风船","暂无简介","5/1/2026 10:15:27"
"7837","剧情","三矢雄二|日高法子|高山南|小林清志|小宫和枝","日本","杉井ギサブロー","经典","8.3","棒球英豪-风之速","暂无简介","5/1/2026 10:15:27"
"7838","剧情","Tetsuya Bessho|Kyôko Toyama|Kenya Osumi","日本","Kazuya Konaka","经典","8","奈克瑟斯奥特曼剧场版","暂无简介","5/1/2026 10:15:27"
"7839","剧情","仲代达矢|新珠三千代|高峰秀子|中村玉绪|笠智众","日本","小林正树","经典","9.1","人间的条件(第五","暂无简介","5/1/2026 10:15:27"
"7840","剧情","三木真一郎|岩田光央|かかずゆみ","日本","富永恒雄","经典","7.5","头文字D 新OVA 启程之绿","暂无简介","5/1/2026 10:15:27"
"7841","剧情","渥美清|倍赏千惠子|光本幸子","日本","山田洋次","经典","8.5","寅次郎的故事1","暂无简介","5/1/2026 10:15:27"
"7842","剧情","高仓健|渡濑恒彦|夏目雅子","日本","藏原惟缮 Koreyoshi Kurahara","经典","8.5","南极物语","暂无简介","5/1/2026 10:15:27"
"7843","剧情","仲代达矢|新珠三千代|千秋实|岩崎加根子|桂小金治","日本","小林正树","经典","8.7","人间的条件(第三","暂无简介","5/1/2026 10:15:27"
"7844","剧情","宫野真守|花泽香菜|关智一|今井麻美|田村由加莉","日本","佐藤卓哉|浜崎博嗣","经典","8.7","命运石之门23β：境界面上的缺失之环","暂无简介","5/1/2026 10:15:27"
"7845","剧情","前田爱","日本","中村隆太郎","经典","8.6","奇诺之旅：塔之国 -Free Lance-","暂无简介","5/1/2026 10:15:27"
"7846","剧情","胜新太郎|万里昌代","日本","三隅研次","经典","8.1","座头市物语","暂无简介","5/1/2026 10:15:27"
"7847","剧情","若尾文子|京町子|木暮实千代|三益爱子|菅原谦二","日本","沟口健二","经典","7.9","赤线地带","暂无简介","5/1/2026 10:15:27"
"7848","剧情","凉风真世|藤谷美纪|富永美伊奈|安原义人|池田政典","日本","古桥一浩","经典","6","浪客剑心：新京都篇(后篇)","暂无简介","5/1/2026 10:15:27"
"7849","剧情","中尾隆聖|神谷明","日本","小華和ためお|本郷みつる","经典","8.7","忍者小英雄","暂无简介","5/1/2026 10:15:27"
"7850","剧情","三国连太郎|神山繁|小山明子|石桥莲司","日本","西河克己 (Katsumi Nishikawa)","经典","7.3","霧之旗","暂无简介","5/1/2026 10:15:27"
"7851","剧情","岩下志麻|木村功|加贺麻理子","日本","大庭秀雄","经典","7.5","雪国","暂无简介","5/1/2026 10:15:27"
"7852","剧情","冈田英次","日本","藏原惟善","经典","8.7","狐狸的故事","暂无简介","5/1/2026 10:15:27"
"7853","剧情","浅野温子|泽口靖子|富田靖子|尾美利德|入江若叶","日本","大林宣彦","经典","8.3","姊妹坡","暂无简介","5/1/2026 10:15:27"
"7854","剧情","绪形拳|田中裕子|樋口可南子|乙羽信子|西田敏行","日本","新藤兼人","经典","7.1","北斋漫画","暂无简介","5/1/2026 10:15:27"
"7855","剧情","古谷彻|池田秀一|铃置洋孝|古川登志夫|鹈饲留美子","日本","富野由悠季|安彦良和","经典","8.6","机动战士高达 剧场版Ⅱ 哀·战士","暂无简介","5/1/2026 10:15:27"
"7856","剧情","泷泽静子|进藤英太郎|山田五十铃|志村乔","日本","沟口健二","经典","7.3","浪华悲歌","暂无简介","5/1/2026 10:15:27"
"7857","剧情","三船敏郎|加山雄三|司叶子","日本","丸山诚治","经典","7.3","山本五十六","暂无简介","5/1/2026 10:15:27"
"7858","剧情","野波麻帆|小池荣子","日本","堤幸彦","经典","7.1","两居室","暂无简介","5/1/2026 10:15:27"
"7859","剧情","津川雅彦|桑野美雪|渡边文雄|芥川比吕志|小山明子","日本","大岛渚","经典","7.3","日本的夜与雾","暂无简介","5/1/2026 10:15:27"
"7860","剧情","田中裕子|平干二朗|吉行和子|小仓一郎|石桥莲司","日本","三村晴彦","经典","7.7","天城峡疑案","暂无简介","5/1/2026 10:15:27"
"7861","剧情","三ツ矢雄二|日高のり子|難波圭一","日本","杉井仪三郎","经典","8.7","棒球英豪2：再见的礼物","暂无简介","5/1/2026 10:15:27"
"7862","剧情","佐分利信|月丘梦路|仲代达矢|京町子","日本","山本萨夫","经典","8.3","华丽家族","暂无简介","5/1/2026 10:15:27"
"7863","剧情","高仓健|倍赏千惠子|石田良子","日本","降旗康男","经典","7.9","车站","暂无简介","5/1/2026 10:15:27"
"7864","剧情","林原めぐみ|川村万梨阿","日本","わたなべひろし","经典","8.6","秀逗魔导士Gorgeous","暂无简介","5/1/2026 10:15:27"
"7865","剧情","高峰秀子|山崎努|宝田明|星由里子|仲代达矢","日本","成濑巳喜男","经典","8.5","女人的历史","暂无简介","5/1/2026 10:15:27"
"7866","剧情","宇津井健|千叶真一|北大路欣也|山本圭|田中邦卫","日本","佐藤纯弥","经典","8","新干线爆炸案","暂无简介","5/1/2026 10:15:27"
"7867","剧情","井上正夫|中川芳江|飯島綾子","日本","衣笠贞之助","经典","8","疯狂的一页","暂无简介","5/1/2026 10:15:27"
"7868","剧情","松坂慶子|真田廣之|山崎努","日本","深作欣二","经典","7.5","道顿堀川","暂无简介","5/1/2026 10:15:27"
"7869","剧情","田宫二郎|东野英治郎|田村高广|船越英二|小泽荣太郎","日本","山本萨夫","经典","8.4","白色巨塔","暂无简介","5/1/2026 10:15:27"
"7870","剧情","中井贵一|泽口靖子|三船敏郎|若尾文子|石坂浩二","日本","市川昆","经典","7.3","竹取物语","暂无简介","5/1/2026 10:15:27"
"7871","剧情","饭田蝶子|青木放屁","日本","小津安二郎","经典","8.2","长屋绅士录","暂无简介","5/1/2026 10:15:27"
"7872","剧情","仲代达矢|西村晃|京町子","日本","山本萨夫","经典","8.4","金环蚀","暂无简介","5/1/2026 10:15:27"
"7873","剧情","江角真纪子|高桥由美子|宝生舞|户田菜穗","日本","土方政人","经典","8.6","庶务二课FOREVER","暂无简介","5/1/2026 10:15:27"
"7874","剧情","高峰秀子|田村高广|市川染五郎","日本","木下惠介","经典","8.1","笛吹川","暂无简介","5/1/2026 10:15:27"
"7875","剧情","若尾文子|芦田伸介|川津祐介","日本","增村保造","经典","7.7","赤色天使","暂无简介","5/1/2026 10:15:27"
"7876","剧情","高仓健|大原丽子|加藤登纪子","日本","降旗康男","经典","7.9","兆治酒馆","暂无简介","5/1/2026 10:15:27"
"7877","剧情","田中邦卫|中岛朋子|吉冈秀隆","日本","杉田成道","经典","9.4","北国之恋：2002遗言","暂无简介","5/1/2026 10:15:27"
"7878","剧情","神谷明|難波圭一|冨永み|な","日本","芦田丰雄","经典","8.2","北斗神拳 剧场版","暂无简介","5/1/2026 10:15:27"
"7879","剧情","辻谷耕史|樱井敏治|小林优子|井上喜久子|天野由梨","日本","冈田斗司夫","经典","8.6","OTAKU的录像带","暂无简介","5/1/2026 10:15:27"
"7880","剧情","柚木凉香|铃村健一|土师孝也","日本","安濃高志","经典","8.1","奇想的精神：少年科学俱乐部","暂无简介","5/1/2026 10:15:27"
"7881","剧情","足立梨花|优希美青|安兰慧|白羽由里|甲本雅裕","日本","大九明子","经典","6.5","怪女孩","暂无简介","5/1/2026 10:15:27"
"7882","剧情","石丸博也|野沢雅子|石田太郎","日本","高野宏一","经典","7.7","奥特曼物语","暂无简介","5/1/2026 10:15:27"
"7883","剧情","吉冈秀隆|横山惠|伊丹十三|中岛朋子","日本","杉田成道","经典","9.5","北国之恋：1987初恋","暂无简介","5/1/2026 10:15:27"
"7884","剧情","吉冈秀隆|宫泽理惠|伊丹十三","日本","杉田成道","经典","9.3","北国之恋：1983冬天","暂无简介","5/1/2026 10:15:27"
"7885","剧情","高仓健|三浦友和|吉永小百合|森繁久弥","日本","森谷司郎","经典","7.7","海峡","暂无简介","5/1/2026 10:15:27"
"7886","剧情","Dorothy Gale (voice)","日本","高山文彦","经典","8.5","绿野仙踪","暂无简介","5/1/2026 10:15:27"
"7887","剧情","中村锦之助|藤冈琢也|千叶真一|松方弘树","日本","深作欣二","经典","8.5","赤穗城断绝","暂无简介","5/1/2026 10:15:27"
"7888","剧情","山崎たくみ|石冢运升|深见梨加","日本","河森正治|渡辺信一郎","经典","8.8","超时空要塞Plus 剧场版","暂无简介","5/1/2026 10:15:27"
"7889","剧情","中川安奈|豊原功補|小高恵美|原田貴和子|土屋嘉男","日本","大森一樹","经典","6.7","哥斯拉之魔龙复仇","暂无简介","5/1/2026 10:15:27"
"7890","剧情","谷ナオミ|佐竹一男|大河内稔","日本","小原宏裕","经典","5.5","牢笼中的妖精","暂无简介","5/1/2026 10:15:27"
"7891","剧情","吉冈秀隆|宫泽理惠|伊丹十三","日本","杉田成道","经典","9.5","北国之恋：1984夏天","暂无简介","5/1/2026 10:15:27"
"7892","剧情","田中邦卫|吉冈秀隆|中岛朋子|宫泽理惠|绪形直人","日本","杉田成道","经典","9.4","北国之恋：1995秘密","暂无简介","5/1/2026 10:15:27"
"7893","剧情","多岐川裕美|山内えみこ|渡辺やよい","日本","铃木则文","经典","6","圣兽学园","暂无简介","5/1/2026 10:15:27"
"7894","剧情","山口胜平|林原惠美|日高法子","日本","もりたけし","经典","8","高桥留美子梦幻剧场 乱马1","暂无简介","5/1/2026 10:15:27"
"7895","剧情","裕木奈江|田中邦卫|吉冈秀隆|中岛朋子","日本","杉田成道","经典","9.4","北国之恋：1992自立","暂无简介","5/1/2026 10:15:27"
"7896","剧情","岡田茉莉子|長門裕之|日高澄子|殿山泰司|中村雅子","日本","吉田喜重","经典","7.8","秋津温泉","暂无简介","5/1/2026 10:15:27"
"7897","剧情","田中邦卫|吉冈秀隆|中岛朋子|绪形直人|横山惠","日本","杉田成道","经典","9.5","北国之恋：1989归乡","暂无简介","5/1/2026 10:15:27"
"7898","剧情","田中邦卫","日本","黑木和雄 (Kazuo Kuroki)","经典","7.5","浪人街","暂无简介","5/1/2026 10:15:27"
"7899","剧情","望月優子|桂木洋子|上原谦","日本","木下惠介","经典","8.1","日本的悲剧","暂无简介","5/1/2026 10:15:27"
"7900","剧情","市川右太卫门|河津清三郎|高峰三枝子|加东大介","日本","沟口健二","经典","8.1","元禄忠臣藏 前篇","暂无简介","5/1/2026 10:15:27"
"7901","剧情","大竹忍|原田美枝子|三国连太郎|西村晃|地井武男","日本","山本萨夫","经典","8.2","啊！野麦岭","暂无简介","5/1/2026 10:15:27"
"7902","剧情","谷ナオミ|五條博|東てる美|江角英明","日本","藤井克彦","经典","5.5","残酷","暂无简介","5/1/2026 10:15:27"
"7903","剧情","鈴木雄作|水野真吾|芳賀優里亜|铃木优也","日本","盐田明彦","经典","7.2","去往任何地方","暂无简介","5/1/2026 10:15:27"
"7904","剧情","田中邦卫|吉冈秀隆|中岛朋子|宫泽理惠","日本","杉田成道","经典","9.4","北国之恋：1998时代","暂无简介","5/1/2026 10:15:27"
"7905","剧情","神谷明|伊仓一惠|麻上洋子|玄田哲章|伊藤美纪","日本","山崎和男","经典","8.2","城市猎人：再见，我的爱人","暂无简介","5/1/2026 10:15:27"
"7906","剧情","古谷彻","日本","望月智充","经典","8.5","橙路：但愿回到过去","暂无简介","5/1/2026 10:15:27"
"7907","剧情","田中绢代|森雅之","日本","Kenji Mizoguchi沟口健二","经典","7.5","武藏野夫人","暂无简介","5/1/2026 10:15:27"
"7908","剧情","中达也|阿南健治","日本","长崎俊一","经典","7.4","黑带","暂无简介","5/1/2026 10:15:27"
"7909","剧情","宫本信子|Masahiko Tsugawa|Hiroshi Okouchi","日本","伊丹十三","经典","7.4","鸿运女","暂无简介","5/1/2026 10:15:27"
"7910","剧情","田中美里|内海桂子|池内万作|甲本雅裕|泉品子","日本","白羽弥仁","经典","7.7","能登新娘","暂无简介","5/1/2026 10:15:27"
"7911","剧情","时任三郎|松岛菜菜子","日本","谷口悟朗","经典","7.4","森林大帝 -勇气改变未来","暂无简介","5/1/2026 10:15:27"
"7912","剧情","渥美清|倍赏千惠子|长山蓝子","日本","山田洋次","经典","8.4","寅次郎的故事5：望乡篇","暂无简介","5/1/2026 10:15:27"
"7913","剧情","倍赏千惠子|渥美清|井川比佐志|笠智众","日本","山田洋次","经典","8.6","故乡","暂无简介","5/1/2026 10:15:27"
"7914","剧情","杉浦直树|神木隆之介|池内博之|酒井若菜|木村多江","日本","村瀬健","经典","8.9","不沉的骨头","暂无简介","5/1/2026 10:15:27"
"7915","剧情","绪方惠美|林原惠美|三石琴乃|宫村优子","日本","庵野秀明 Hideaki Anno","经典","9","新世纪福音战士 第0","暂无简介","5/1/2026 10:15:27"
"7916","剧情","樱井智","日本","アミノテツロー","经典","8","超时空要塞7：银河在呼唤我","暂无简介","5/1/2026 10:15:27"
"7917","剧情","木暮実千代|上原谦|久我美子","日本","沟口健二","经典","7.1","雪夫人绘图","暂无简介","5/1/2026 10:15:27"
"7918","剧情","堀勝之祐|古川登志夫|麻上洋子","日本","林太郎","经典","8.4","火鸟 凤凰篇","暂无简介","5/1/2026 10:15:27"
"7919","剧情","広橋涼|大原さやか","日本","佐藤順一|平池芳正","经典","8.6","百变之星 - 不死鸟传说","暂无简介","5/1/2026 10:15:27"
"7920","剧情","山崎勝之|南条弘二|正岡邦夫|古賀亘|鵜川薫","日本","神澤信一","经典","8.2","赛文奥特曼 比地球更久远","暂无简介","5/1/2026 10:15:27"
"7921","剧情","倍赏千惠子|吉永小百合|渥美清","日本","山田洋次","经典","8.5","寅次郎的故事9：柴又恋情","暂无简介","5/1/2026 10:15:27"
"7922","剧情","山寺宏一|青野武|置鮎龍太郎|古谷徹|茶風林","日本","西崎義展","经典","6","宇宙战舰大和号 复活篇","暂无简介","5/1/2026 10:15:27"
"7923","剧情","渥美清|栗原小卷|倍赏千惠子","日本","小林俊一","经典","8.1","寅次郎的故事4：好梦成空","暂无简介","5/1/2026 10:15:27"
"7924","剧情","山口百惠|三浦友和","日本","河崎义佑","经典","7.1","炎之舞","暂无简介","5/1/2026 10:15:27"
"7925","剧情","黄川田将也|高野八誠|小嶺麗奈|ウエンツ瑛士|小林涼子","日本","長石多可男","经典","7.3","假面骑士 The First","暂无简介","5/1/2026 10:15:27"
